bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.prope
rties
70401 records sent, 13844.8 records/sec (13.20 MB/sec), 1226.0 ms avg latency, 2978.0 ms max latency.
134576 records sent, 26664.6 records/sec (25.43 MB/sec), 1246.2 ms avg latency, 10149.0 ms max latency.
113088 records sent, 22545.5 records/sec (21.50 MB/sec), 1354.6 ms avg latency, 9227.0 ms max latency.
135760 records sent, 27152.0 records/sec (25.89 MB/sec), 1339.7 ms avg latency, 9675.0 ms max latency.
105856 records sent, 21024.0 records/sec (20.05 MB/sec), 1377.6 ms avg latency, 10301.0 ms max latency.
116128 records sent, 23207.0 records/sec (22.13 MB/sec), 1410.1 ms avg latency, 11157.0 ms max latency.
122208 records sent, 24344.2 records/sec (23.22 MB/sec), 1357.1 ms avg latency, 11945.0 ms max latency.
89856 records sent, 17611.9 records/sec (16.80 MB/sec), 1553.7 ms avg latency, 11903.0 ms max latency.
87888 records sent, 17567.1 records/sec (16.75 MB/sec), 1911.5 ms avg latency, 12999.0 ms max latency.
91792 records sent, 18288.9 records/sec (17.44 MB/sec), 1939.5 ms avg latency, 13975.0 ms max latency.
129744 records sent, 25855.7 records/sec (24.66 MB/sec), 1494.4 ms avg latency, 13704.0 ms max latency.
115424 records sent, 22951.7 records/sec (21.89 MB/sec), 1314.2 ms avg latency, 8893.0 ms max latency.
113392 records sent, 22493.9 records/sec (21.45 MB/sec), 1379.5 ms avg latency, 9417.0 ms max latency.
123504 records sent, 24582.8 records/sec (23.44 MB/sec), 1493.1 ms avg latency, 10397.0 ms max latency.
132432 records sent, 26354.6 records/sec (25.13 MB/sec), 1224.8 ms avg latency, 10524.0 ms max latency.
109888 records sent, 21872.6 records/sec (20.86 MB/sec), 1369.4 ms avg latency, 10965.0 ms max latency.
114400 records sent, 22880.0 records/sec (21.82 MB/sec), 1506.2 ms avg latency, 10829.0 ms max latency.
118096 records sent, 23539.2 records/sec (22.45 MB/sec), 1346.3 ms avg latency, 11220.0 ms max latency.
10000000 records sent, 21694.232805 records/sec (20.69 MB/sec), 1502.40 ms avg latency, 13975.00 ms max latency, 489 ms 50th, 6378 ms 95th, 8814 ms 99th, 11411 ms 99.9th.

real    7m42.596s
user    0m42.363s
sys     0m38.558s



bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.properties
65868 records sent, 13142.1 records/sec (12.53 MB/sec), 1284.4 ms avg latency, 3163.0 ms max latency.
73616 records sent, 14690.9 records/sec (14.01 MB/sec), 1905.5 ms avg latency, 5435.0 ms max latency.
108560 records sent, 21616.9 records/sec (20.62 MB/sec), 1730.0 ms avg latency, 6084.0 ms max latency.
91152 records sent, 18230.4 records/sec (17.39 MB/sec), 1692.5 ms avg latency, 5102.0 ms max latency.
101136 records sent, 20219.1 records/sec (19.28 MB/sec), 1693.9 ms avg latency, 5639.0 ms max latency.
108720 records sent, 21717.9 records/sec (20.71 MB/sec), 1454.3 ms avg latency, 4711.0 ms max latency.
111056 records sent, 22175.7 records/sec (21.15 MB/sec), 1542.5 ms avg latency, 5117.0 ms max latency.
127184 records sent, 25255.0 records/sec (24.09 MB/sec), 1281.8 ms avg latency, 5090.0 ms max latency.
107536 records sent, 21336.5 records/sec (20.35 MB/sec), 1447.5 ms avg latency, 5987.0 ms max latency.
84720 records sent, 16944.0 records/sec (16.16 MB/sec), 1749.8 ms avg latency, 7309.0 ms max latency.
112848 records sent, 22551.6 records/sec (21.51 MB/sec), 1553.7 ms avg latency, 7209.0 ms max latency.
112336 records sent, 22382.1 records/sec (21.35 MB/sec), 1451.9 ms avg latency, 5967.0 ms max latency.
81834 records sent, 16357.0 records/sec (15.60 MB/sec), 1918.4 ms avg latency, 7842.0 ms max latency.
101862 records sent, 20214.7 records/sec (19.28 MB/sec), 1699.9 ms avg latency, 8503.0 ms max latency.
119056 records sent, 23744.7 records/sec (22.64 MB/sec), 1411.9 ms avg latency, 7238.0 ms max latency.
102064 records sent, 20392.4 records/sec (19.45 MB/sec), 1456.8 ms avg latency, 7061.0 ms max latency.
114218 records sent, 22662.3 records/sec (21.61 MB/sec), 1509.0 ms avg latency, 7717.0 ms max latency.
126656 records sent, 25165.1 records/sec (24.00 MB/sec), 1289.8 ms avg latency, 7832.0 ms max latency.
107072 records sent, 21414.4 records/sec (20.42 MB/sec), 1529.3 ms avg latency, 7245.0 ms max latency.
128864 records sent, 25644.6 records/sec (24.46 MB/sec), 1312.0 ms avg latency, 7271.0 ms max latency.
114496 records sent, 22654.5 records/sec (21.61 MB/sec), 1397.1 ms avg latency, 7844.0 ms max latency.
107287 records sent, 21270.2 records/sec (20.28 MB/sec), 1522.9 ms avg latency, 8186.0 ms max latency.
122672 records sent, 24534.4 records/sec (23.40 MB/sec), 1437.5 ms avg latency, 7845.0 ms max latency.
120272 records sent, 24035.2 records/sec (22.92 MB/sec), 1353.4 ms avg latency, 7305.0 ms max latency.
98256 records sent, 19545.7 records/sec (18.64 MB/sec), 1529.4 ms avg latency, 8323.0 ms max latency.
112400 records sent, 22417.2 records/sec (21.38 MB/sec), 1542.9 ms avg latency, 8518.0 ms max latency.
128928 records sent, 25500.0 records/sec (24.32 MB/sec), 1348.9 ms avg latency, 7839.0 ms max latency.
117360 records sent, 23336.6 records/sec (22.26 MB/sec), 1351.2 ms avg latency, 7529.0 ms max latency.
102240 records sent, 20439.8 records/sec (19.49 MB/sec), 1569.0 ms avg latency, 8993.0 ms max latency.
121895 records sent, 24224.0 records/sec (23.10 MB/sec), 1421.1 ms avg latency, 9253.0 ms max latency.
108240 records sent, 21643.7 records/sec (20.64 MB/sec), 1358.3 ms avg latency, 8601.0 ms max latency.
131280 records sent, 25560.7 records/sec (24.38 MB/sec), 1400.3 ms avg latency, 8839.0 ms max latency.
121952 records sent, 24172.8 records/sec (23.05 MB/sec), 1378.6 ms avg latency, 8573.0 ms max latency.
94592 records sent, 18828.0 records/sec (17.96 MB/sec), 1604.9 ms avg latency, 9752.0 ms max latency.
114000 records sent, 22704.6 records/sec (21.65 MB/sec), 1627.8 ms avg latency, 9761.0 ms max latency.
111392 records sent, 22202.9 records/sec (21.17 MB/sec), 1587.2 ms avg latency, 7867.0 ms max latency.
114592 records sent, 22772.7 records/sec (21.72 MB/sec), 1442.0 ms avg latency, 7614.0 ms max latency.
122704 records sent, 24521.2 records/sec (23.39 MB/sec), 1393.5 ms avg latency, 7229.0 ms max latency.
106656 records sent, 21208.2 records/sec (20.23 MB/sec), 1375.8 ms avg latency, 7442.0 ms max latency.
106048 records sent, 21205.4 records/sec (20.22 MB/sec), 1712.1 ms avg latency, 8346.0 ms max latency.
122928 records sent, 24585.6 records/sec (23.45 MB/sec), 1286.3 ms avg latency, 8447.0 ms max latency.
111376 records sent, 22235.2 records/sec (21.21 MB/sec), 1387.4 ms avg latency, 8142.0 ms max latency.
123296 records sent, 24492.6 records/sec (23.36 MB/sec), 1362.9 ms avg latency, 8615.0 ms max latency.
118176 records sent, 23401.2 records/sec (22.32 MB/sec), 1292.5 ms avg latency, 8485.0 ms max latency.
113545 records sent, 22709.0 records/sec (21.66 MB/sec), 1456.1 ms avg latency, 8587.0 ms max latency.
112672 records sent, 22449.1 records/sec (21.41 MB/sec), 1473.9 ms avg latency, 9587.0 ms max latency.
121973 records sent, 24341.0 records/sec (23.21 MB/sec), 1384.9 ms avg latency, 10139.0 ms max latency.
110987 records sent, 22184.1 records/sec (21.16 MB/sec), 1479.5 ms avg latency, 10164.0 ms max latency.
131984 records sent, 26365.2 records/sec (25.14 MB/sec), 1315.5 ms avg latency, 10714.0 ms max latency.
124480 records sent, 24896.0 records/sec (23.74 MB/sec), 1263.9 ms avg latency, 10673.0 ms max latency.
115344 records sent, 22922.1 records/sec (21.86 MB/sec), 1416.5 ms avg latency, 9707.0 ms max latency.
122928 records sent, 24570.9 records/sec (23.43 MB/sec), 1303.9 ms avg latency, 10277.0 ms max latency.
104496 records sent, 20753.9 records/sec (19.79 MB/sec), 1472.4 ms avg latency, 11288.0 ms max latency.
117744 records sent, 23265.0 records/sec (22.19 MB/sec), 1472.6 ms avg latency, 12213.0 ms max latency.
118384 records sent, 23653.1 records/sec (22.56 MB/sec), 1392.1 ms avg latency, 12585.0 ms max latency.
112880 records sent, 22553.4 records/sec (21.51 MB/sec), 1491.7 ms avg latency, 13278.0 ms max latency.
131984 records sent, 26386.2 records/sec (25.16 MB/sec), 1293.6 ms avg latency, 12652.0 ms max latency.
102528 records sent, 20359.0 records/sec (19.42 MB/sec), 1342.8 ms avg latency, 12510.0 ms max latency.
108000 records sent, 21548.3 records/sec (20.55 MB/sec), 1649.8 ms avg latency, 13143.0 ms max latency.
125440 records sent, 24576.8 records/sec (23.44 MB/sec), 1326.7 ms avg latency, 13555.0 ms max latency.
63520 records sent, 12428.1 records/sec (11.85 MB/sec), 1743.9 ms avg latency, 15006.0 ms max latency.
43456 records sent, 8653.1 records/sec (8.25 MB/sec), 2979.8 ms avg latency, 17814.0 ms max latency.
82240 records sent, 16444.7 records/sec (15.68 MB/sec), 2614.9 ms avg latency, 18591.0 ms max latency.
101104 records sent, 20148.3 records/sec (19.21 MB/sec), 1871.0 ms avg latency, 19833.0 ms max latency.
124496 records sent, 24780.3 records/sec (23.63 MB/sec), 1481.9 ms avg latency, 19811.0 ms max latency.
115888 records sent, 23062.3 records/sec (21.99 MB/sec), 1415.3 ms avg latency, 13664.0 ms max latency.
110720 records sent, 22104.2 records/sec (21.08 MB/sec), 1435.6 ms avg latency, 12835.0 ms max latency.
104496 records sent, 20807.6 records/sec (19.84 MB/sec), 1611.7 ms avg latency, 14141.0 ms max latency.
127389 records sent, 25426.9 records/sec (24.25 MB/sec), 1357.4 ms avg latency, 14101.0 ms max latency.
105984 records sent, 20986.9 records/sec (20.01 MB/sec), 1367.1 ms avg latency, 13146.0 ms max latency.
124992 records sent, 24998.4 records/sec (23.84 MB/sec), 1472.4 ms avg latency, 13532.0 ms max latency.
109104 records sent, 21799.0 records/sec (20.79 MB/sec), 1353.5 ms avg latency, 13581.0 ms max latency.
104496 records sent, 20778.7 records/sec (19.82 MB/sec), 1573.7 ms avg latency, 13721.0 ms max latency.
127952 records sent, 25575.1 records/sec (24.39 MB/sec), 1369.1 ms avg latency, 14340.0 ms max latency.
119216 records sent, 23677.5 records/sec (22.58 MB/sec), 1366.0 ms avg latency, 13522.0 ms max latency.
112896 records sent, 22525.1 records/sec (21.48 MB/sec), 1402.2 ms avg latency, 12957.0 ms max latency.
118704 records sent, 23693.4 records/sec (22.60 MB/sec), 1443.4 ms avg latency, 13442.0 ms max latency.
115360 records sent, 23007.6 records/sec (21.94 MB/sec), 1358.7 ms avg latency, 12860.0 ms max latency.
119936 records sent, 23987.2 records/sec (22.88 MB/sec), 1391.3 ms avg latency, 13123.0 ms max latency.
127792 records sent, 25441.4 records/sec (24.26 MB/sec), 1332.6 ms avg latency, 11834.0 ms max latency.
102544 records sent, 20423.0 records/sec (19.48 MB/sec), 1458.8 ms avg latency, 11963.0 ms max latency.
113232 records sent, 22551.7 records/sec (21.51 MB/sec), 1547.4 ms avg latency, 12381.0 ms max latency.
113584 records sent, 22680.5 records/sec (21.63 MB/sec), 1481.7 ms avg latency, 12434.0 ms max latency.
116672 records sent, 23075.9 records/sec (22.01 MB/sec), 1356.0 ms avg latency, 12029.0 ms max latency.
114848 records sent, 22960.4 records/sec (21.90 MB/sec), 1458.4 ms avg latency, 11383.0 ms max latency.
122210 records sent, 24432.2 records/sec (23.30 MB/sec), 1356.8 ms avg latency, 11487.0 ms max latency.
108672 records sent, 21626.3 records/sec (20.62 MB/sec), 1439.6 ms avg latency, 11856.0 ms max latency.
129680 records sent, 25791.6 records/sec (24.60 MB/sec), 1269.8 ms avg latency, 11749.0 ms max latency.
106064 records sent, 21048.6 records/sec (20.07 MB/sec), 1473.1 ms avg latency, 11889.0 ms max latency.
10000000 records sent, 22109.708373 records/sec (21.09 MB/sec), 1474.72 ms avg latency, 19833.00 ms max latency, 627 ms 50th, 5758 ms 95th, 8761 ms 99th, 13258 ms 99.9th.

real    7m33.976s
user    0m45.076s
sys     0m38.923s



bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.properties
59288 records sent, 11843.4 records/sec (11.29 MB/sec), 1411.3 ms avg latency, 3208.0 ms max latency.
91440 records sent, 18284.3 records/sec (17.44 MB/sec), 1817.5 ms avg latency, 4280.0 ms max latency.
102688 records sent, 20533.5 records/sec (19.58 MB/sec), 1566.4 ms avg latency, 4282.0 ms max latency.
106848 records sent, 21365.3 records/sec (20.38 MB/sec), 1563.4 ms avg latency, 4948.0 ms max latency.
99408 records sent, 19869.7 records/sec (18.95 MB/sec), 1577.7 ms avg latency, 6243.0 ms max latency.
122992 records sent, 24598.4 records/sec (23.46 MB/sec), 1408.8 ms avg latency, 6464.0 ms max latency.
111984 records sent, 22201.4 records/sec (21.17 MB/sec), 1361.8 ms avg latency, 5444.0 ms max latency.
110576 records sent, 21983.3 records/sec (20.96 MB/sec), 1532.3 ms avg latency, 6577.0 ms max latency.
94224 records sent, 18844.8 records/sec (17.97 MB/sec), 1629.4 ms avg latency, 6665.0 ms max latency.
110240 records sent, 21982.1 records/sec (20.96 MB/sec), 1520.0 ms avg latency, 6750.0 ms max latency.
110064 records sent, 21912.0 records/sec (20.90 MB/sec), 1419.7 ms avg latency, 6657.0 ms max latency.
102000 records sent, 20234.1 records/sec (19.30 MB/sec), 1613.1 ms avg latency, 7496.0 ms max latency.
114992 records sent, 22989.2 records/sec (21.92 MB/sec), 1474.4 ms avg latency, 7430.0 ms max latency.
97088 records sent, 19344.1 records/sec (18.45 MB/sec), 1510.8 ms avg latency, 8462.0 ms max latency.
125856 records sent, 25161.1 records/sec (24.00 MB/sec), 1463.4 ms avg latency, 8226.0 ms max latency.
121584 records sent, 24071.3 records/sec (22.96 MB/sec), 1387.2 ms avg latency, 7741.0 ms max latency.
110032 records sent, 21958.1 records/sec (20.94 MB/sec), 1449.7 ms avg latency, 7713.0 ms max latency.
124224 records sent, 24740.9 records/sec (23.59 MB/sec), 1386.6 ms avg latency, 7995.0 ms max latency.
123696 records sent, 24330.4 records/sec (23.20 MB/sec), 1353.3 ms avg latency, 7207.0 ms max latency.
102064 records sent, 20412.8 records/sec (19.47 MB/sec), 1583.9 ms avg latency, 8006.0 ms max latency.
125952 records sent, 25085.0 records/sec (23.92 MB/sec), 1374.4 ms avg latency, 7909.0 ms max latency.
117296 records sent, 23435.8 records/sec (22.35 MB/sec), 1407.0 ms avg latency, 6727.0 ms max latency.
106736 records sent, 21321.6 records/sec (20.33 MB/sec), 1574.9 ms avg latency, 6614.0 ms max latency.
135200 records sent, 26916.2 records/sec (25.67 MB/sec), 1271.9 ms avg latency, 6229.0 ms max latency.
111472 records sent, 22126.2 records/sec (21.10 MB/sec), 1367.6 ms avg latency, 5490.0 ms max latency.
105504 records sent, 20970.8 records/sec (20.00 MB/sec), 1577.0 ms avg latency, 6112.0 ms max latency.
123376 records sent, 24513.4 records/sec (23.38 MB/sec), 1319.6 ms avg latency, 6145.0 ms max latency.
115120 records sent, 22950.6 records/sec (21.89 MB/sec), 1387.9 ms avg latency, 6849.0 ms max latency.
107136 records sent, 21371.6 records/sec (20.38 MB/sec), 1551.9 ms avg latency, 7764.0 ms max latency.
129120 records sent, 25782.7 records/sec (24.59 MB/sec), 1241.7 ms avg latency, 7919.0 ms max latency.
97664 records sent, 19362.4 records/sec (18.47 MB/sec), 1474.1 ms avg latency, 8034.0 ms max latency.
98080 records sent, 19475.8 records/sec (18.57 MB/sec), 1800.9 ms avg latency, 10116.0 ms max latency.
121392 records sent, 24205.8 records/sec (23.08 MB/sec), 1449.8 ms avg latency, 9963.0 ms max latency.
121248 records sent, 24244.8 records/sec (23.12 MB/sec), 1248.3 ms avg latency, 8435.0 ms max latency.
117194 records sent, 23340.8 records/sec (22.26 MB/sec), 1437.3 ms avg latency, 8465.0 ms max latency.
125664 records sent, 25127.8 records/sec (23.96 MB/sec), 1323.5 ms avg latency, 8775.0 ms max latency.
108768 records sent, 21705.8 records/sec (20.70 MB/sec), 1413.9 ms avg latency, 7821.0 ms max latency.
125392 records sent, 25068.4 records/sec (23.91 MB/sec), 1387.7 ms avg latency, 7973.0 ms max latency.
121664 records sent, 24173.3 records/sec (23.05 MB/sec), 1335.4 ms avg latency, 7395.0 ms max latency.
98800 records sent, 19732.4 records/sec (18.82 MB/sec), 1608.1 ms avg latency, 8441.0 ms max latency.
126752 records sent, 25350.4 records/sec (24.18 MB/sec), 1345.2 ms avg latency, 8808.0 ms max latency.
113248 records sent, 22645.1 records/sec (21.60 MB/sec), 1400.7 ms avg latency, 8604.0 ms max latency.
106688 records sent, 21329.1 records/sec (20.34 MB/sec), 1550.5 ms avg latency, 9027.0 ms max latency.
118576 records sent, 23686.8 records/sec (22.59 MB/sec), 1394.2 ms avg latency, 9085.0 ms max latency.
118656 records sent, 23702.8 records/sec (22.60 MB/sec), 1303.6 ms avg latency, 7999.0 ms max latency.
105312 records sent, 21020.4 records/sec (20.05 MB/sec), 1577.2 ms avg latency, 8297.0 ms max latency.
131904 records sent, 26370.3 records/sec (25.15 MB/sec), 1363.2 ms avg latency, 8338.0 ms max latency.
106528 records sent, 21275.8 records/sec (20.29 MB/sec), 1361.8 ms avg latency, 7877.0 ms max latency.
109824 records sent, 21947.2 records/sec (20.93 MB/sec), 1562.9 ms avg latency, 10049.0 ms max latency.
117056 records sent, 23397.2 records/sec (22.31 MB/sec), 1384.9 ms avg latency, 10235.0 ms max latency.
125344 records sent, 25053.8 records/sec (23.89 MB/sec), 1360.6 ms avg latency, 9251.0 ms max latency.
96676 records sent, 19327.5 records/sec (18.43 MB/sec), 1574.0 ms avg latency, 9799.0 ms max latency.
124704 records sent, 24801.9 records/sec (23.65 MB/sec), 1417.0 ms avg latency, 10097.0 ms max latency.
130528 records sent, 25991.2 records/sec (24.79 MB/sec), 1320.9 ms avg latency, 9299.0 ms max latency.
106528 records sent, 20887.8 records/sec (19.92 MB/sec), 1474.1 ms avg latency, 8375.0 ms max latency.
125248 records sent, 25039.6 records/sec (23.88 MB/sec), 1390.4 ms avg latency, 8272.0 ms max latency.
118400 records sent, 23623.3 records/sec (22.53 MB/sec), 1380.2 ms avg latency, 8160.0 ms max latency.
103408 records sent, 20677.5 records/sec (19.72 MB/sec), 1475.0 ms avg latency, 8826.0 ms max latency.
125456 records sent, 25091.2 records/sec (23.93 MB/sec), 1445.7 ms avg latency, 8863.0 ms max latency.
117200 records sent, 23374.6 records/sec (22.29 MB/sec), 1285.9 ms avg latency, 8536.0 ms max latency.
107376 records sent, 21415.2 records/sec (20.42 MB/sec), 1537.1 ms avg latency, 9464.0 ms max latency.
111520 records sent, 22228.4 records/sec (21.20 MB/sec), 1466.3 ms avg latency, 9083.0 ms max latency.
108768 records sent, 21736.2 records/sec (20.73 MB/sec), 1553.0 ms avg latency, 9612.0 ms max latency.
119184 records sent, 23694.6 records/sec (22.60 MB/sec), 1391.2 ms avg latency, 9403.0 ms max latency.
104400 records sent, 20842.5 records/sec (19.88 MB/sec), 1325.8 ms avg latency, 8950.0 ms max latency.
118752 records sent, 23684.1 records/sec (22.59 MB/sec), 1533.2 ms avg latency, 9108.0 ms max latency.
135616 records sent, 27123.2 records/sec (25.87 MB/sec), 1357.4 ms avg latency, 8895.0 ms max latency.
